순위,단어,품사,초성,은이-는가
103,사실,명,ㅅㅅ,0
15648,사십,수,ㅅㅅ,0
520,사업,명,ㅅㅇ,0
7800,사업가,명,ㅅㅇㄱ,1
5503,사업자,명,ㅅㅇㅈ,1
1026,사용,명,ㅅㅇ,0
2928,사용자,명,ㅅㅇㅈ,1
2965,사원,명,ㅅㅇ,0
1006,사월,명,ㅅㅇ,0
4702,사위,명,ㅅㅇ,1
178,사이,명,ㅅㅇ,1
9615,사이사이,명,ㅅㅇㅅㅇ,1
9616,사자,명,ㅅㅈ,1
1116,사장,명,ㅅㅈ,0
2653,사전,명,ㅅㅈ,0
7270,사전,명,ㅅㅈ,0
1155,사정,명,ㅅㅈ,0
728,사진,명,ㅅㅈ,0
9177,사진기,명,ㅅㅈㄱ,1
3871,사촌,명,ㅅㅊ,0
5226,사춘기,명,ㅅㅊㄱ,1
20886,사탕,명,ㅅㅌ,0
8411,사투리,명,ㅅㅌㄹ,1
5016,사표,명,ㅅㅍ,1
42,사회,명,ㅅㅎ,1
6429,사회생활,명,ㅅㅎㅅㅎ,0
8791,사회자,명,ㅅㅎㅈ,1
1762,사회적,명,ㅅㅎㅈ,0
2929,사회주의,명,ㅅㅎㅈㅇ,1
6614,사회학,명,ㅅㅎㅎ,0
3151,사흘,명,ㅅㅎ,0
465,산,명,ㅅ,0
9179,산길,명,ㅅㄱ,0
7034,산부인과,명,ㅅㅂㅇㄱ,1
2654,산소,명,ㅅㅅ,1
6078,산속,명,ㅅㅅ,0
392,산업,명,ㅅㅇ,0
4802,산책,명,ㅅㅊ,0
2234,살,명,ㅅ,0
3534,살림,명,ㅅㄹ,0
2865,살인,명,ㅅㅇ,0
189,삶,명,ㅅ,0
5923,삼,수,ㅅ,0
12569,삼계탕,명,ㅅㄱㅌ,0
901,삼국,명,ㅅㄱ,0
18764,삼십,수,ㅅㅅ,0
1117,삼월,명,ㅅㅇ,0
5117,삼촌,명,ㅅㅊ,0
3116,상,명,ㅅ,0
5764,상,명,ㅅ,0
3283,상,명,ㅅ,0
3872,상,명,ㅅ,0
4615,상관,명,ㅅㄱ,0
8416,상금,명,ㅅㄱ,0
3478,상담,명,ㅅㄷ,0
3413,상당,명,ㅅㄷ,0
5118,상당수,명,ㅅㄷㅅ,1
1192,상대,명,ㅅㄷ,1
1536,상대방,명,ㅅㄷㅂ,0
4436,상대성,명,ㅅㄷㅅ,0
1721,상대적,명,ㅅㄷㅈ,0
5505,상대편,명,ㅅㄷㅍ,0
4906,상류,명,ㅅㄹ,1
5227,상반기,명,ㅅㅂㄱ,1
1664,상상,명,ㅅㅅ,0
3284,상상력,명,ㅅㅅㄹ,0
1842,상식,명,ㅅㅅ,0
3190,상업,명,ㅅㅇ,0
3874,상인,명,ㅅㅇ,0
3587,상자,명,ㅅㅈ,1
4281,상점,명,ㅅㅈ,0
5925,상징적,명,ㅅㅈㅈ,0
1752,상처,명,ㅅㅊ,1
9184,상추,명,ㅅㅊ,1
269,상태,명,ㅅㅌ,1
1843,상표,명,ㅅㅍ,1
963,상품,명,ㅅㅍ,0
263,상황,명,ㅅㅎ,0
3117,새,명,ㅅ,1
1089,새,명,ㅅ,1
1329,새끼,명,ㅅㄲ,1
1045,새벽,명,ㅅㅂ,0
9628,새소리,명,ㅅㅅㄹ,1
5367,새우,명,ㅅㅇ,1
3588,새해,명,ㅅㅎ,1
1358,색,명,ㅅ,0
1603,색깔,명,ㅅㄲ,0
20933,색연필,명,ㅅㅇㅍ,0
3005,샌드위치,명,ㅅㄷㅇㅊ,1
5628,생,명,ㅅ,0
75,생각,명,ㅅㄱ,0
4803,생기,명,ㅅㄱ,1
236,생명,명,ㅅㅁ,0
3042,생물,명,ㅅㅁ,0
5020,생방송,명,ㅅㅂㅅ,0
582,생산,명,ㅅㅅ,0
2833,생산력,명,ㅅㅅㄹ,0
3994,생산자,명,ㅅㅅㅈ,1
2803,생선,명,ㅅㅅ,0
12576,생신,명,ㅅㅅ,0
1963,생일,명,ㅅㅇ,0
174,생활,명,ㅅㅎ,0
10592,생활비,명,ㅅㅎㅂ,1
9631,생활수준,명,ㅅㅎㅅㅈ,0
10093,생활용품,명,ㅅㅎㅇㅍ,0
6824,생활환경,명,ㅅㅎㅎㄱ,0
8795,샤워,명,ㅅㅇ,1
1537,서구,명,ㅅㄱ,1
7274,서랍,명,ㅅㄹ,0
1610,서로,명,ㅅㄹ,1
3006,서류,명,ㅅㄹ,1
12580,서른,수,ㅅㄹ,0
6826,서명,명,ㅅㅁ,0
3815,서민,명,ㅅㅁ,0
3479,서부,명,ㅅㅂ,1
1331,서비스,명,ㅅㅂㅅ,1
1057,서양,명,ㅅㅇ,0
6082,서양인,명,ㅅㅇㅇ,0
5000,서울,고,ㅅㅇ,0
5000,서울역,고,ㅅㅇㅇ,0
4805,서적,명,ㅅㅈ,0
5229,서점,명,ㅅㅈ,0
3152,서쪽,명,ㅅㅉ,0
2502,서클,명,ㅅㅋ,0
9634,석사,명,ㅅㅅ,1
2655,석유,명,ㅅㅇ,1
827,선,명,ㅅ,0
300,선거,명,ㅅㄱ,1
1741,선물,명,ㅅㅁ,0
1122,선배,명,ㅅㅂ,1
518,선생,명,ㅅㅅ,0
204,선생님,명,ㅅㅅㄴ,0
831,선수,명,ㅅㅅ,1
5368,선원,명,ㅅㅇ,0
2235,선장,명,ㅅㅈ,0
5230,선전,명,ㅅㅈ,0
3995,선진,명,ㅅㅈ,0
2025,선진국,명,ㅅㅈㄱ,0
2316,선택,명,ㅅㅌ,0
10100,선풍기,명,ㅅㅍㄱ,1
6435,설거지,명,ㅅㄱㅈ,1
4704,설날,명,ㅅㄴ,0
23768,설렁탕,명,ㅅㄹㅌ,0
965,설명,명,ㅅㅁ,0
4437,설문,명,ㅅㅁ,0
5000,설악산,고,ㅅㅇㅅ,0
2634,설치,명,ㅅㅊ,1
2236,설탕,명,ㅅㅌ,0
1964,섬,명,ㅅ,0
9193,섭씨,명,ㅅㅆ,1
5768,성,명,ㅅ,0
1378,성,명,ㅅ,0
4212,성,명,ㅅ,0
404,성격,명,ㅅㄱ,0
5631,성경,명,ㅅㄱ,0
2357,성공,명,ㅅㄱ,0
4911,성공적,명,ㅅㄱㅈ,0
9637,성당,명,ㅅㄷ,0
2712,성명,명,ㅅㅁ,0
8113,성별,명,ㅅㅂ,0
3997,성인,명,ㅅㅇ,0
1037,성장,명,ㅅㅈ,0
6619,성적,명,ㅅㅈ,0
2444,성적,명,ㅅㅈ,0
2866,성질,명,ㅅㅈ,0
18828,성함,명,ㅅㅎ,0
120,세계,명,ㅅㄱ,1
2251,세계관,명,ㅅㄱㄱ,0
2114,세계적,명,ㅅㄱㅈ,0
2160,세금,명,ㅅㄱ,0
406,세기,명,ㅅㄱ,1
1316,세대,명,ㅅㄷ,1
10105,세로,명,ㅅㄹ,1
5930,세미나,명,ㅅㅁㄴ,1
258,세상,명,ㅅㅅ,0
6621,세수,명,ㅅㅅ,1
1136,세월,명,ㅅㅇ,0
5931,세제,명,ㅅㅈ,1
5000,세종대왕,고,ㅅㅈㄷㅇ,0
8116,세탁,명,ㅅㅌ,0
8809,세탁기,명,ㅅㅌㄱ,1
18841,세탁소,명,ㅅㅌㅅ,1
5506,세트,명,ㅅㅌ,1
4132,센터,명,ㅅㅌ,1
2771,셋,수,ㅅ,0
2834,셋째,수,ㅅㅉ,1
2415,소,명,ㅅ,1
3416,소개,명,ㅅㄱ,1
4912,소규모,명,ㅅㄱㅁ,1
4524,소극적,명,ㅅㄱㅈ,0
1221,소금,명,ㅅㄱ,0
7278,소나기,명,ㅅㄴㄱ,1
2083,소나무,명,ㅅㄴㅁ,1
960,소녀,명,ㅅㄴ,1
1078,소년,명,ㅅㄴ,0
1665,소득,명,ㅅㄷ,0
80,소리,명,ㅅㄹ,1
5507,소망,명,ㅅㅁ,0
3998,소매,명,ㅅㅁ,1
1519,소문,명,ㅅㅁ,0
2041,소비,명,ㅅㅂ,1
775,소비자,명,ㅅㅂㅈ,1
604,소설,명,ㅅㅅ,0
4438,소설가,명,ㅅㅅㄱ,1
2218,소속,명,ㅅㅅ,0
3821,소수,명,ㅅㅅ,1
2713,소스,명,ㅅㅅ,1
9195,소시지,명,ㅅㅅㅈ,1
1079,소식,명,ㅅㅅ,0
21016,소아과,명,ㅅㅇㄱ,1
4525,소용,명,ㅅㅇ,0
3876,소원,명,ㅅㅇ,0
1538,소유,명,ㅅㅇ,1
2966,소유자,명,ㅅㅇㅈ,1
3043,소음,명,ㅅㅇ,0
1499,소재,명,ㅅㅈ,1
2772,소주,명,ㅅㅈ,1
6084,소지품,명,ㅅㅈㅍ,0
6260,소질,명,ㅅㅈ,0
4073,소파,명,ㅅㅍ,1
11884,소포,명,ㅅㅍ,1
5121,소풍,명,ㅅㅍ,0
1307,소프트웨어,명,ㅅㅍㅌㅇㅇ,1
4213,소형,명,ㅅㅎ,0
4807,소화,명,ㅅㅎ,1
60,속,명,ㅅ,0
3481,속담,명,ㅅㄷ,0
1072,속도,명,ㅅㄷ,1
9645,속마음,명,ㅅㅁㅇ,0
5122,속옷,명,ㅅㅇ,0
185,손,명,ㅅ,0
1273,손가락,명,ㅅㄱㄹ,0
5771,손길,명,ㅅㄱ,0
11888,손녀,명,ㅅㄴ,1
902,손님,명,ㅅㄴ,0
6830,손등,명,ㅅㄷ,0
5123,손목,명,ㅅㅁ,0
2773,손바닥,명,ㅅㅂㄷ,0
5025,손발,명,ㅅㅂ,0
8811,손뼉,명,ㅅㅃ,0
8121,손수건,명,ㅅㅅㄱ,0
5124,손실,명,ㅅㅅ,0
3154,손자,명,ㅅㅈ,1
7281,손잡이,명,ㅅㅈㅇ,1
4707,손질,명,ㅅㅈ,0
4708,손톱,명,ㅅㅌ,0
3008,손해,명,ㅅㅎ,1
6261,솜,명,ㅅ,0
2339,솜씨,명,ㅅㅆ,1
8122,송아지,명,ㅅㅇㅈ,1
6085,송이,명,ㅅㅇ,1
8813,송편,명,ㅅㅍ,0
6086,쇠,명,ㅅ,1
2181,쇠고기,명,ㅅㄱㄱ,1
3822,쇼,명,ㅅ,1
9202,쇼핑,명,ㅅㅍ,0
7045,수,명,ㅅ,1
907,수,명,ㅅ,1
4527,수건,명,ㅅㄱ,0
7816,수고,명,ㅅㄱ,1
6441,수년,명,ㅅㄴ,0
1274,수단,명,ㅅㄷ,0
1666,수도,명,ㅅㄷ,1
2931,수도권,명,ㅅㄷㄱ,0
7283,수도꼭지,명,ㅅㄷㄲㅈ,1
8124,수돗물,명,ㅅㄷㅁ,0
5508,수동적,명,ㅅㄷㅈ,0
4075,수면,명,ㅅㅁ,0
3937,수명,명,ㅅㅁ,0
4353,수박,명,ㅅㅂ,0
2575,수상,명,ㅅㅅ,0
1922,수석,명,ㅅㅅ,0
1722,수술,명,ㅅㅅ,0
9208,수업,명,ㅅㅇ,0
919,수업,명,ㅅㅇ,0
4134,수염,명,ㅅㅇ,0
2899,수영,명,ㅅㅇ,0
11896,수영장,명,ㅅㅇㅈ,0
1675,수요,명,ㅅㅇ,1
7818,수요일,명,ㅅㅇㅇ,0
2530,수입,명,ㅅㅇ,0
1180,수입,명,ㅅㅇ,0
8130,수입품,명,ㅅㅇㅍ,0
8438,수저,명,ㅅㅈ,1
522,수준,명,ㅅㅈ,0
5234,수집,명,ㅅㅈ,0
1161,수출,명,ㅅㅊ,0
6088,수컷,명,ㅅㅋ,0
3075,수표,명,ㅅㅍ,1
5235,수필,명,ㅅㅍ,0
7049,수학,명,ㅅㅎ,0
3823,수학,명,ㅅㅎ,0
4808,수험생,명,ㅅㅎㅅ,0
3417,수화기,명,ㅅㅎㄱ,1
9653,숙녀,명,ㅅㄴ,1
6446,숙소,명,ㅅㅅ,1
1627,숙제,명,ㅅㅈ,1
532,순간,명,ㅅㄱ,0
5637,순간적,명,ㅅㄱㅈ,0
1948,순서,명,ㅅㅅ,1
3759,순수,명,ㅅㅅ,1
4528,순식간,명,ㅅㅅㄱ,0
5774,순위,명,ㅅㅇ,1
7561,숟가락,명,ㅅㄱㄹ,0
372,술,명,ㅅ,0
7562,술병,명,ㅅㅂ,0
8134,술자리,명,ㅅㅈㄹ,1
5509,술잔,명,ㅅㅈ,0
2387,술집,명,ㅅㅈ,0
1137,숨,명,ㅅ,0
1820,숫자,명,ㅅㅈ,1
1038,숲,명,ㅅ,0
27846,쉰,수,ㅅ,0
6447,슈퍼마켓,명,ㅅㅍㅁㅋ,0
2900,스님,명,ㅅㄴ,0
10126,스물,수,ㅅㅁ,0
1340,스스로,명,ㅅㅅㄹ,1
2132,스승,명,ㅅㅅ,0
6628,스웨터,명,ㅅㅇㅌ,1
4354,스위치,명,ㅅㅇㅊ,1
17164,스케이트,명,ㅅㅋㅇㅌ,1
9213,스케줄,명,ㅅㅋㅈ,0
9214,스키,명,ㅅㅋ,1
10634,스키장,명,ㅅㅋㅈ,0
1676,스타,명,ㅅㅌ,1
2238,스타일,명,ㅅㅌㅇ,0
3646,스튜디오,명,ㅅㅌㄷㅇ,1
1486,스트레스,명,ㅅㅌㄹㅅ,1
1689,스포츠,명,ㅅㅍㅊ,1
2804,슬픔,명,ㅅㅍ,0
1742,습관,명,ㅅㄱ,0
7564,습기,명,ㅅㄱ,1
4136,승객,명,ㅅㄱ,0
2744,승리,명,ㅅㄹ,1
4079,승부,명,ㅅㅂ,1
2774,승용차,명,ㅅㅇㅊ,1
3591,승진,명,ㅅㅈ,0
2657,시,명,ㅅ,1
442,시,명,ㅅ,1
3760,시각,명,ㅅㄱ,0
1264,시각,명,ㅅㄱ,0
99,시간,명,ㅅㄱ,0
1677,시계,명,ㅅㄱ,1
1539,시골,명,ㅅㄱ,0
7823,시금치,명,ㅅㄱㅊ,1
4080,시기,명,ㅅㄱ,1
579,시기,명,ㅅㄱ,1
5126,시나리오,명,ㅅㄴㄹㅇ,1
2340,시내,명,ㅅㄴ,1
12628,시내버스,명,ㅅㄴㅂㅅ,1
111,시대,명,ㅅㄷ,1
10637,시대적,명,ㅅㄷㅈ,0
9658,시댁,명,ㅅㄷ,0
4530,시도,명,ㅅㄷ,1
8823,시디,명,ㅅㄷ,1
6267,시디롬,명,ㅅㄷㄹ,0
1548,시리즈,명,ㅅㄹㅈ,1
4001,시멘트,명,ㅅㅁㅌ,1
611,시민,명,ㅅㅁ,0
9660,시부모,명,ㅅㅂㅁ,1
1027,시선,명,ㅅㅅ,0
650,시설,명,ㅅㅅ,0
1641,시스템,명,ㅅㅅㅌ,0
27910,시아버지,명,ㅅㅇㅂㅈ,1
4915,시야,명,ㅅㅇ,1
3824,시어머니,명,ㅅㅇㅁㄴ,1
9222,시외,명,ㅅㅇ,1
18933,시외버스,명,ㅅㅇㅂㅅ,1
1509,시월,명,ㅅㅇ,0
1463,시위,명,ㅅㅇ,1
890,시인,명,ㅅㅇ,0
5935,시일,명,ㅅㅇ,0
1454,시작,명,ㅅㅈ,0
5513,시장,명,ㅅㅈ,0
218,시장,명,ㅅㅈ,0
559,시절,명,ㅅㅈ,0
2239,시점,명,ㅅㅈ,0
3482,시중,명,ㅅㅈ,0
3938,시즌,명,ㅅㅈ,0
3825,시집,명,ㅅㅈ,0
4532,시집,명,ㅅㅈ,0
5639,시청,명,ㅅㅊ,0
5514,시청률,명,ㅅㅊㄹ,0
2503,시청자,명,ㅅㅊㅈ,1
5936,시합,명,ㅅㅎ,0
639,시험,명,ㅅㅎ,0
1556,식구,명,ㅅㄱ,1
8140,식기,명,ㅅㄱ,1
1393,식당,명,ㅅㄷ,0
1907,식량,명,ㅅㄹ,0
10131,식료품,명,ㅅㄹㅍ,0
1444,식물,명,ㅅㅁ,0
4711,식빵,명,ㅅㅃ,0
928,식사,명,ㅅㅅ,1
6268,식생활,명,ㅅㅅㅎ,0
8444,식욕,명,ㅅㅇ,0
2635,식용유,명,ㅅㅇㅇ,1
6091,식초,명,ㅅㅊ,1
2932,식탁,명,ㅅㅌ,0
1723,식품,명,ㅅㅍ,0
27929,식품점,명,ㅅㅍㅈ,0
2341,신,명,ㅅ,0
1141,신,명,ㅅ,0
1022,신경,명,ㅅㄱ,0
2687,신고,명,ㅅㄱ,1
4002,신규,명,ㅅㄱ,1
4082,신념,명,ㅅㄴ,0
5000,신라,고,ㅅㄹ,1
3156,신랑,명,ㅅㄹ,0
513,신문,명,ㅅㅁ,0
5516,신문사,명,ㅅㅁㅅ,1
5127,신문지,명,ㅅㅁㅈ,1
2199,신발,명,ㅅㅂ,0
7054,신부,명,ㅅㅂ,1
2285,신부,명,ㅅㅂ,1
2133,신분,명,ㅅㅂ,0
5238,신비,명,ㅅㅂ,1
8826,신사,명,ㅅㅅ,1
5239,신설,명,ㅅㅅ,0
4355,신세,명,ㅅㅅ,1
4810,신세대,명,ㅅㅅㄷ,1
2266,신용,명,ㅅㅇ,0
4214,신인,명,ㅅㅇ,0
4083,신입생,명,ㅅㅇㅅ,0
5940,신제품,명,ㅅㅈㅍ,0
2359,신청,명,ㅅㅊ,0
7828,신청서,명,ㅅㅊㅅ,1
1209,신체,명,ㅅㅊ,1
9666,신체적,명,ㅅㅊㅈ,0
2868,신호,명,ㅅㅎ,1
6269,신호등,명,ㅅㅎㄷ,0
8828,신혼부부,명,ㅅㅎㅂㅂ,1
6270,신혼여행,명,ㅅㅎㅇㅎ,0
1575,신화,명,ㅅㅎ,1
6271,실,명,ㅅ,0
5240,실감,명,ㅅㄱ,0
2343,실내,명,ㅅㄴ,1
3193,실력,명,ㅅㄹ,0
7291,실례,명,ㅅㄹ,1
5241,실망,명,ㅅㅁ,0
1540,실수,명,ㅅㅅ,1
3157,실습,명,ㅅㅅ,0
1870,실시,명,ㅅㅅ,1
4288,실장,명,ㅅㅈ,0
2162,실정,명,ㅅㅈ,0
1809,실제,명,ㅅㅈ,1
3761,실질적,명,ㅅㅈㅈ,0
943,실천,명,ㅅㅊ,0
2504,실체,명,ㅅㅊ,1
3076,실태,명,ㅅㅌ,1
3242,실패,명,ㅅㅍ,1
1908,실험,명,ㅅㅎ,0
3537,실현,명,ㅅㅎ,0
2416,심리,명,ㅅㄹ,1
6451,심리적,명,ㅅㄹㅈ,0
6095,심부름,명,ㅅㅂㄹ,0
3484,심사,명,ㅅㅅ,1
2042,심장,명,ㅅㅈ,0
2417,심정,명,ㅅㅈ,0
4005,심판,명,ㅅㅍ,0
24036,십,수,ㅅ,0
1410,십이월,명,ㅅㅇㅇ,0
2099,십일월,명,ㅅㅇㅇ,0
7292,싸구려,명,ㅆㄱㄹ,1
1384,싸움,명,ㅆㅇ,0
8146,싼값,명,ㅆㄱ,0
695,쌀,명,ㅆ,0
5778,쌍,명,ㅆ,0
5031,쌍둥이,명,ㅆㄷㅇ,1
1046,쓰레기,명,ㅆㄹㄱ,1
7835,쓰레기통,명,ㅆㄹㄱㅌ,0
9675,쓴맛,명,ㅆㅁ,0
3361,씨,명,ㅆ,1
5374,씨름,명,ㅆㄹ,0
6096,씨앗,명,ㅆㅇ,0
2474,아가씨,명,ㅇㄱㅆ,1
615,아기,명,ㅇㄱ,1
4356,아까,명,ㅇㄲ,1
913,아나운서,명,ㅇㄴㅇㅅ,1
408,아내,명,ㅇㄴ,1
24058,아드님,명,ㅇㄷㄴ,0
295,아들,명,ㅇㄷ,0
453,아래,명,ㅇㄹ,1
7059,아래쪽,명,ㅇㄹㅉ,0
11936,아래층,명,ㅇㄹㅊ,0
7836,아랫사람,명,ㅇㄹㅅㄹ,0
4712,아르바이트,명,ㅇㄹㅂㅇㅌ,1
908,아무,대,ㅇㅁ,1
4533,아무개,대,ㅇㅁㄱ,1
1464,아무것,명,ㅇㅁㄱ,0
2870,아버님,명,ㅇㅂㄴ,0
153,아버지,명,ㅇㅂㅈ,1
379,아빠,명,ㅇㅃ,1
5375,아쉬움,명,ㅇㅅㅇ,0
7060,아스팔트,명,ㅇㅅㅍㅌ,1
5000,아시아,고,ㅇㅅㅇ,1
96,아이,명,ㅇㅇ,1
2531,아이디어,명,ㅇㅇㄷㅇ,1
14611,아이스크림,명,ㅇㅇㅅㅋㄹ,0
616,아저씨,명,ㅇㅈㅆ,1
1743,아주머니,명,ㅇㅈㅁㄴ,1
2419,아줌마,명,ㅇㅈㅁ,1
323,아침,명,ㅇㅊ,0
851,아파트,명,ㅇㅍㅌ,1
5000,아프리카,고,ㅇㅍㄹㅋ,1
2361,아픔,명,ㅇㅍ,0
12669,아홉,수,ㅇㅎ,0
49265,아흔,수,ㅇㅎ,0
3122,악기,명,ㅇㄱ,1
4218,악몽,명,ㅇㅁ,0
4290,악수,명,ㅇㅅ,1
118,안,명,ㅇ,0
8153,안,명,ㅇ,0
3762,안개,명,ㅇㄱ,1
2659,안경,명,ㅇㄱ,0
15800,안과,명,ㅇㄱ,1
4219,안내,명,ㅇㄴ,1
5000,안동,고,ㅇㄷ,0
2136,안방,명,ㅇㅂ,0
8154,안부,명,ㅇㅂ,1
2115,안전,명,ㅇㅈ,0
1474,안정,명,ㅇㅈ,0
4623,안주,명,ㅇㅈ,1
3362,안쪽,명,ㅇㅉ,0
4445,안팎,명,ㅇㅍ,0
2200,알,명,ㅇ,0
5246,알루미늄,명,ㅇㄹㅁㄴ,0
7066,알코올,명,ㅇㅋㅇ,0
4358,암,명,ㅇ,0
5783,암시,명,ㅇㅅ,1
5946,암컷,명,ㅇㅋ,0
2008,압력,명,ㅇㄹ,0
64,앞,명,ㅇ,0
5376,앞길,명,ㅇㄱ,0
5784,앞날,명,ㅇㄴ,0
4220,앞뒤,명,ㅇㄷ,1
10669,앞문,명,ㅇㅁ,0
8457,앞바다,명,ㅇㅂㄷ,1
7838,앞쪽,명,ㅇㅉ,0
4291,애,명,ㅇ,1
315,애,명,ㅇ,1
3419,애인,명,ㅇㅇ,0
3078,애정,명,ㅇㅈ,0
3420,애초,명,ㅇㅊ,1
7068,액세서리,명,ㅇㅅㅅㄹ,1
2971,액수,명,ㅇㅅ,1
7840,앨범,명,ㅇㅂ,0
5644,야간,명,ㅇㄱ,0
2688,야구,명,ㅇㄱ,1
19003,야구장,명,ㅇㄱㅈ,0
4360,야단,명,ㅇㄷ,0
6098,야외,명,ㅇㅇ,1
3194,야채,명,ㅇㅊ,1
9247,약,명,ㅇ,0
2027,약,명,ㅇ,0
2363,약간,명,ㅇㄱ,0
7298,약국,명,ㅇㄱ,0
1203,약속,명,ㅇㅅ,0
9248,약수,명,ㅇㅅ,1
4534,약점,명,ㅇㅈ,0
9249,약품,명,ㅇㅍ,0
28129,약혼녀,명,ㅇㅎㄴ,1
34677,약혼자,명,ㅇㅎㅈ,1
7841,양,명,ㅇ,0
1428,양,명,ㅇ,0
3044,양국,명,ㅇㄱ,0
3422,양념,명,ㅇㄴ,0
21230,양력,명,ㅇㄹ,0
5248,양말,명,ㅇㅁ,0
9250,양배추,명,ㅇㅂㅊ,1
9251,양보,명,ㅇㅂ,1
4535,양복,명,ㅇㅂ,0
8459,양상추,명,ㅇㅅㅊ,1
34701,양식,명,ㅇㅅ,0
1831,양식,명,ㅇㅅ,0
4007,양심,명,ㅇㅅ,0
9252,양옆,명,ㅇㅇ,0
8157,양주,명,ㅇㅈ,1
2532,양쪽,명,ㅇㅉ,0
2116,양파,명,ㅇㅍ,1
237,얘기,명,ㅇㄱ,1
975,어깨,명,ㅇㄲ,1
1475,어둠,명,ㅇㄷ,0
155,어디,대,ㅇㄷ,1
1455,어려움,명,ㅇㄹㅇ,0
653,어른,명,ㅇㄹ,0
4084,어린아이,명,ㅇㄹㅇㅇ,1
4624,어린애,명,ㅇㄹㅇ,1
802,어린이,명,ㅇㄹㅇ,1
8160,어린이날,명,ㅇㄹㅇㄴ,0
106,어머니,명,ㅇㅁㄴ,1
2902,어머님,명,ㅇㅁㄴ,0
28175,어저께,명,ㅇㅈㄲ,1
2252,어제,명,ㅇㅈ,1
5378,어젯밤,명,ㅇㅈㅂ,0
34770,억,수,ㅇ,0
497,언니,명,ㅇㄴ,1
4221,언덕,명,ㅇㄷ,0
1029,언론,명,ㅇㄹ,0
667,언어,명,ㅇㅇ,1
1008,언제,대,ㅇㅈ,1
157,얼굴,명,ㅇㄱ,0
402,얼마,명,ㅇㅁ,1
9690,얼마간,명,ㅇㅁㄱ,0
3593,얼음,명,ㅇㅇ,0
240,엄마,명,ㅇㅁ,1
1105,업무,명,ㅇㅁ,1
2637,업종,명,ㅇㅈ,0
1123,업체,명,ㅇㅊ,1
3196,엉덩이,명,ㅇㄷㅇ,1
5379,엉망,명,ㅇㅁ,0
7304,엉터리,명,ㅇㅌㄹ,1
1210,에너지,명,ㅇㄴㅈ,1
7071,에어컨,명,ㅇㅇㅋ,0
5131,엔진,명,ㅇㅈ,0
4816,엘리베이터,명,ㅇㄹㅂㅇㅌ,1
4539,여,명,ㅇ,1
6101,여가,명,ㅇㄱ,1
2202,여건,명,ㅇㄱ,0
9261,여고생,명,ㅇㄱㅅ,0
5380,여관,명,ㅇㄱ,0
5519,여군,명,ㅇㄱ,0
4142,여권,명,ㅇㄱ,0
144,여기,대,ㅇㄱ,1
2084,여기저기,명,ㅇㄱㅈㄱ,1
8467,여대생,명,ㅇㄷㅅ,0
34841,여덟,수,ㅇㄷ,0
6102,여동생,명,ㅇㄷㅅ,0
13584,여든,수,ㅇㄷ,0
1300,여러분,대,ㅇㄹㅂ,0
3700,여럿,명,ㅇㄹ,0
1979,여론,명,ㅇㄹ,0
766,여름,명,ㅇㄹ,0
3764,여름철,명,ㅇㄹㅊ,0
17283,여섯,수,ㅇㅅ,0
146,여성,명,ㅇㅅ,0
9263,여왕,명,ㅇㅇ,0
5249,여우,명,ㅇㅇ,1
1994,여유,명,ㅇㅇ,1
2085,여인,명,ㅇㅇ,0
84,여자,명,ㅇㅈ,1
10153,여직원,명,ㅇㅈㅇ,0
3287,여학생,명,ㅇㅎㅅ,0
984,여행,명,ㅇㅎ,0
6642,여행사,명,ㅇㅎㅅ,1
1667,역,명,ㅇ,0
4087,역,명,ㅇ,0
208,역사,명,ㅇㅅ,1
2319,역사가,명,ㅇㅅㄱ,1
5787,역사상,명,ㅇㅅㅅ,0
2601,역사적,명,ㅇㅅㅈ,0
6842,역사학,명,ㅇㅅㅎ,0
443,역할,명,ㅇㅎ,0
3826,연간,명,ㅇㄱ,0
4364,연결,명,ㅇㄱ,0
4365,연관,명,ㅇㄱ,0
239,연구,명,ㅇㄱ,1
1950,연구소,명,ㅇㄱㅅ,1
6275,연구실,명,ㅇㄱㅅ,0
4817,연구원,명,ㅇㄱㅇ,0
2320,연구자,명,ㅇㄱㅈ,1
543,연극,명,ㅇㄱ,0
6458,연기,명,ㅇㄱ,1
2364,연기,명,ㅇㄱ,1
1724,연기,명,ㅇㄱ,1
2321,연기자,명,ㅇㄱㅈ,1
17294,연두색,명,ㅇㄷㅅ,0
2267,연락,명,ㅇㄹ,0
15856,연락처,명,ㅇㄹㅊ,1
4540,연령,명,ㅇㄹ,0
3124,연말,명,ㅇㅁ,0
3702,연설,명,ㅇㅅ,0
15860,연세,명,ㅇㅅ,1
3321,연속,명,ㅇㅅ,0
1896,연습,명,ㅇㅅ,0
4819,연애,명,ㅇㅇ,1
3539,연예인,명,ㅇㅇㅇ,0
5520,연인,명,ㅇㅇ,0
5521,연장,명,ㅇㅈ,0
5788,연주,명,ㅇㅈ,1
2638,연출,명,ㅇㅊ,0
3703,연필,명,ㅇㅍ,0
2661,연합,명,ㅇㅎ,0
4820,연휴,명,ㅇㅎ,1
9266,열,수,ㅇ,0
1821,열,명,ㅇ,0
4628,열기,명,ㅇㄱ,1
3596,열매,명,ㅇㅁ,1
4143,열쇠,명,ㅇㅅ,1
4223,열정,명,ㅇㅈ,0
2602,열차,명,ㅇㅊ,1
5523,열흘,명,ㅇㅎ,0
3704,염려,명,ㅇㄹ,1
